,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,张露,2017-08-11,无,"张露:博士,2012年7月加入嘉实基金管理有限公司研究部,从事研究和分析工作,具有基金从业资格。",嘉实研究增强混合,001758,混合型,2018-11-27,至今,1年又319天,106.20%,72.42%,654|2678
1,,,,,嘉实研究精选混合A,070013,混合型,2018-11-27,至今,1年又319天,75.23%,72.42%,1208|2678
2,,,,,嘉实研究阿尔法股票,000082,股票型,2017-08-11,至今,3年又62天,70.97%,49.20%,162|747
3,,,,,嘉实沪深300指数研究增强,000176,股票指数,2017-08-11,2018-09-12,1年又32天,-9.13%,-13.37%,275|782
