,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,刘武,2018-12-12,无,"刘武先生:工学硕士。曾任华夏基金管理有限公司投资研究部研究员,易方达基金管理有限公司行业研究员、投资经理。现任易方达基金管理有限公司易方达新兴成长灵活配置混合型证券投资基金基金经理(自2018年12月12日起任职)、易方达科技创新混合型证券投资基金基金经理(自2019年4月29日起任职)。易方达创新成长混合型证券投资基金基金经理(自2020年7月24日起任职)。",易方达创新成长混合,009808,混合型,2020-07-24,至今,79天,1.01%,4.79%,3227|3812
1,,,,,易方达科技创新混合,007346,混合型,2019-04-29,至今,1年又166天,111.61%,49.22%,93|2827
2,,,,,易方达新兴成长灵活配置,000404,混合型,2018-12-12,至今,1年又304天,163.07%,70.87%,82|2694
