,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,张靖,2014-10-25,无,"张靖先生:硕士研究生,2006年7月至2009年12月担任平安证券研究员、风险经理、高级业务总监,2009年12月至2014年4月担任摩根士丹利华鑫基金研究员、基金经理、专户投资经理等职务;2014年5月加入景顺长城基金管理有限公司。",景顺长城策略精选灵活配置混合,000242,混合型,2014-10-25,至今,5年又353天,158.25%,150.84%,303|727
1,,,,,大摩量化配置混合A,233015,混合型,2012-12-11,2014-01-14,1年又34天,2.10%,23.76%,497|533
2,,,,,大摩多因子策略混合,233009,混合型,2011-05-17,2014-01-14,2年又243天,7.60%,-2.64%,85|406
