,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,魏刚,2020-01-31,无,"魏刚先生:2007年毕业于中国人民大学财政金融学院,获金融工程硕士学位,历任华泰证券股份有限公司金融工程研究员、投资经理助理、投资经理,嘉合基金管理有限公司投资经理,东证融汇证券资产管理有限公司投资主办人。现任农银汇理量化智慧动力混合型证券投资基金基金经理、农银汇理稳进多因子股票型证券投资基金基金经理、农银汇理区间策略灵活配置混合型证券投资基金基金经理。2019年12月10日至今任农银汇理区间精选灵活配置混合型证券投资基金基金经理。2020年1月31日担任农银汇理区间收益灵活配置混合型证券投资基金基金经理。2020年06月01日担任农银汇理永盛定期开放混合型证券投资基金。2020年6月1日担任农银汇理永益定期开放混合型证券投资基金基金经理。",农银永益定开混合,005061,混合型,2020-06-01,至今,132天,1.20%,18.26%,3521|3626
1,,,,,农银汇理永盛定期开放混合,006534,混合型,2020-06-01,至今,132天,8.89%,18.26%,2739|3626
2,,,,,农银区间收益混合,000259,混合型,2020-01-31,至今,254天,49.63%,35.34%,859|3149
3,,,,,农银汇理区间精选混合,008078,混合型,2019-12-10,至今,306天,34.92%,35.25%,1534|3090
4,,,,,农银汇理区间策略混合,004741,混合型,2019-08-20,至今,1年又53天,39.46%,44.24%,1587|2975
5,,,,,农银汇理多因子股票,006726,股票型,2019-01-29,2020-06-29,1年又152天,22.04%,51.18%,874|1067
6,,,,,农银汇理量化智慧动力混合,005638,混合型,2018-03-26,至今,2年又200天,59.76%,50.40%,806|2421
