,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,蒲世林,2018-12-19,无,"蒲世林先生:中国国籍,研究生、硕士。2008年3月至2011年4月任海通证券股份有限公司研究所行业分析师;2011年5月至2018年8月任中信证券股份有限公司资产管理部行业研究员、投资经理;自2018年9月加入富国基金管理有限公司。2018年12月起任富国城镇发展股票型证券投资基金基金经理。2019年12月24日起任富国阿尔法两年持有期混合型证券投资基金基金经理。",富国阿尔法两年持有期混合,008372,混合型,2019-12-24,至今,292天,30.51%,33.13%,1618|3107
1,,,,,富国城镇发展股票,000471,股票型,2018-12-19,至今,1年又297天,116.40%,80.06%,190|1002
