,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,刘阳,2015-07-07,无,"刘阳:研究生硕士,2003-2004冠通期货/研究员2008-至今博时基金/历任研究员、基金经理助理、投资经理。现任博时内需增长混合基金的基金经理。",博时内需增长混合,000264,混合型,2015-07-07,至今,5年又98天,21.20%,79.20%,904|1013
