,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,藏海涛,2020-02-29,无,"藏海涛先生:中国国籍,硕士研究生,2005年7月至2011年7月任中央外汇业务中心投资部投资经理,2011年7月至2013年4月任泰康资产管理有限责任公司固定收益部投资经理,2013年4月至2014年7月任天安财产保险股份有限公司投资部固定收益负责人,2014年7月加入易方达基金管理有限公司,现任固定收益投资部总经理助理、投资经理。2020年2月29日任职易方达恒久添利1年定期开放债券型证券投资基金基金经理。2020年7月16日起担任易方达恒茂39个月定期开放债券型发起式证券投资基金基金经理。2020年7月24日任职易方达恒智63个月定期开放债券型发起式证券投资基金基金经理。",易方达恒智63个月定开债发起式,009809,定开债券,2020-07-24,至今,79天,0.65%,0.32%,156|900
1,,,,,易方达恒茂39个月定开债券,009212,定开债券,2020-07-16,至今,87天,0.64%,0.65%,194|400
2,,,,,易方达恒久添利1年定开债A,000265,定开债券,2020-02-29,至今,225天,1.15%,0.74%,84|341
3,,,,,易方达恒久添利1年定开债C,000266,定开债券,2020-02-29,至今,225天,0.96%,0.74%,101|341
