,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,钟贇,2017-12-06,无,"钟贇先生:国籍中国,研究生、硕士学历、学位。2011年7月加入国泰基金管理有限公司,任研究部行业研究员,先后从事电子设备新能源、通讯设备等行业的证券研究工作;2015年9月加入招商基金管理有限公司研究部,曾任高级研究员兼中游制造组组长,招商移动互联网产业股票型证券投资金、招商优势企业灵活配置混合型证券投资基金基金经理,现任招商安润灵活配置混合型证券投资基金基金经理。2020-01-04起任招商稳健优选股票型证券投资基金的基金经理。",招商稳健优选股票,004784,股票型,2020-01-04,至今,281天,60.62%,26.84%,73|1333
1,,,,,招商安润混合,000126,混合型,2017-12-06,至今,2年又310天,132.33%,49.40%,60|2225
