,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,颜伟鹏,2015-05-26,无,"颜伟鹏,上海交通大学硕士研究生。历任交银施罗德基金公司研究员、农银汇理基金公司基金经理助理。2015年5月26日起任农银汇理主题轮动灵活配置混合型证券投资基金基金经理。2020年1月31日不再担任农银汇理工业4.0灵活配置混合型证券投资基金基金经理。",农银汇理睿选灵活配置混合,005815,混合型,2018-05-25,至今,2年又140天,108.75%,48.32%,113|2623
1,,,,,农银工业4.0混合,001606,混合型,2015-08-13,2020-01-31,4年又172天,44.09%,20.80%,191|1068
2,,,,,农银主题轮动混合,000462,混合型,2015-05-26,至今,5年又140天,110.59%,31.67%,43|897
3,,,,,农银中小盘混合,660005,混合型,2015-03-03,2016-04-09,1年又38天,22.52%,9.84%,136|780
