,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,林渌,2019-07-05,无,"林渌先生:硕士,2011年4月至2014年11月在国金证券股份有限公司研究所担任分析师。2014年12月加入国联安基金管理有限公司,先后担任研究员、基金经理助理。",国联安安泰灵活配置混合,000058,混合型,2019-07-05,至今,1年又99天,23.77%,47.31%,2181|3070
1,,,,,国联安鑫发混合A,004131,混合型,2019-06-21,至今,1年又113天,29.73%,52.10%,1993|3044
2,,,,,国联安鑫发混合C,004132,混合型,2019-06-21,至今,1年又113天,29.26%,52.10%,2015|3044
