,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
0,应晓立,2015-12-30,无,"应晓立先生:大学本科、学士。2010年1月至2011年12月30日在中信期货公司交易部任交易员,2012年1月至2013年1月以及2014年3月至2015年6月在上海归富投资管理有限公司研究部任资深研究员及研究总监,2013年1月至2014年2月在上海紫石投资有限公司任行业研究员及专户基金经理,2015年7月至今在华宸未来基金管理有限公司投研部担任行业研究员。",华宸未来稳健添利债券C,006258,债券型,2018-08-24,至今,2年又49天,13.90%,12.80%,354|1292
1,,,,,华宸未来稳健添利债券A,000104,债券型,2015-12-30,至今,4年又287天,8.25%,16.73%,474|552
2,,,,,华宸未来沪深300指数,167901,股票指数,2015-12-30,2016-04-27,119天,-15.88%,-16.91%,233|574
